Target value of 0 = negative
Target value of 1 = positive
Target value of u = unclassified(Advanced Classification Method)

Well,Target 1,Target 2,Target 3,Target 4,Count,Ch1 Mean,Ch1 StdDev,Ch2 Mean,Ch2 StdDev,Ch3 Mean,Ch3 StdDev,Ch4 Mean,Ch4 StdDev,Ch5 Mean,Ch5 StdDev,Ch6 Mean,Ch6 StdDev,Cluster ID
A04,0,1,1,1,10,362.323629760742,33.3763301646767,1762.15163574219,215.244022285664,2235.61646728516,1074.93727367012,1.90085229873657,38.9721343692431,-76.4462867736816,61.9108462153651,672.284033203125,284.490525098612,14,
A04,1,1,1,1,1,1314.33581542969,0,1140.30322265625,0,5466.78173828125,0,-176.11555480957,0,-211.552947998047,0,1520.04479980469,0,15,
A05,0,0,0,0,20456,260.92552879969,29.8148872734877,755.578550285784,57.0004270731903,551.219955894879,39.0939988053865,45.0918538526213,38.9083564796728,15.7873560224402,37.4627547439534,108.793048684703,32.4645274311187,1,
A05,1,0,0,0,19,1347.20944695724,770.077742927463,760.936391730058,63.2672537586959,551.970099198191,55.9477983636423,47.816476119192,35.8808104821084,29.2980893724843,26.9783280897814,101.330242357756,31.6310481725782,2,
A05,0,1,0,0,30,289.125194803874,35.8779712494348,1590.02160644531,139.488193126174,537.686479695638,40.0689710208151,50.6412548383077,30.6229445180179,9.12046915690104,38.7545468392444,111.927155431112,27.6514079904086,3,
A05,1,1,0,0,1,925.155090332031,0,1855.52648925781,0,569.165954589844,0,104.261352539063,0,83.4917526245117,0,73.3953323364258,0,4,
A05,0,0,1,0,10,263.067692565918,29.9772524455023,774.199322509766,67.2814856291788,4293.51508789063,1711.70684803578,-156.98857831955,154.070289459156,20.2185088634491,43.0930255001023,107.465456104279,68.5593168105547,5,
A05,1,0,1,0,14,1443.14179774693,960.58665461197,796.7591683524,65.0503674304656,4173.25278145926,1037.77241241388,-110.352932623455,76.0516271884138,26.2262615987233,43.2166011973546,97.7655307224819,47.1654146719695,6,
A05,0,1,1,0,4,288.776657104492,29.1307370446879,1510.78268432617,41.6314880814439,2418.55459594727,1371.84523229332,-93.2581300735474,171.120386499365,18.4125027656555,22.2078485815511,100.835010528564,30.0281942445461,7,
A05,1,1,1,0,4,995.10710144043,220.286158215501,1732.64916992188,84.5835192047427,1840.35585021973,1453.13247794362,-1.04918146133423,110.833155026995,32.8848738670349,33.9039358849284,96.3272457122803,27.9380456900304,8,
A05,0,0,0,1,2,249.59888458252,25.8060635290044,805.508392333984,93.7419280116171,506.233062744141,43.0684739844565,48.6331958770752,26.1281086100005,-212.619132995605,22.6459427295262,1703.99420166016,352.526307635591,9,
A05,1,0,0,1,2,1464.88275146484,781.385879891266,814.381469726563,66.0771088900323,579.111053466797,30.5774913901833,31.3511848449707,79.3994026678302,-133.365585327148,98.4716109366325,1153.95843505859,344.038782025963,10,
A05,0,1,0,1,5,286.485473632813,22.8643471507599,1689.56721191406,178.745916960623,548.92626953125,34.3003085019068,87.8885356903076,37.098214797057,-76.674340057373,23.8267198448629,875.498223876953,415.34526807238,11,
A05,0,0,1,1,2,246.005996704102,14.8073572040422,807.044311523438,109.061639839247,5010.4130859375,483.843339298623,-87.4254398345947,174.489633314245,-145.709953308105,23.3065032055669,1119.1921081543,465.92160917035,12,
A05,1,0,1,1,24,1888.04682922363,1108.80638125576,761.76421101888,66.9956223846931,3250.86611938477,1187.4094991263,-82.1920477151871,119.215722261316,-68.9776848504941,51.8784149942005,793.082683563232,338.793180371795,13,
A05,0,1,1,1,7,278.253566196987,34.1606075356723,1649.9268624442,162.080365745019,3860.48992047991,710.545051162022,-139.818420410156,67.6568688375922,-40.8395821026393,58.0138359644046,749.273917061942,337.546939113287,14,
A06,0,0,0,0,15119,252.332608754645,35.630480727029,831.177464082795,94.9547175357566,549.008905143947,58.6659226293257,43.2764775151184,38.9034825387313,17.7307443658669,38.9028967591733,116.790251399065,34.0130778917888,1,
A06,1,0,0,0,6,1772.4990641276,1206.55723712725,783.720408121745,74.4969611986509,528.237706502279,53.0673787895088,9.57171775897344,17.0361794424735,19.0978175799052,34.4298990781264,108.381186167399,30.1043502402804,2,
A06,0,1,0,0,17,284.770113776712,77.3766542569634,1654.26045496324,267.237086856228,544.332165886374,89.9132955410718,49.8544860166662,40.7397796931713,17.0730064335991,37.1063005295644,128.723477083094,32.9806137205242,3,
A06,0,0,1,0,1,477.198577880859,0,1018.46301269531,0,6584.84619140625,0,-260.596893310547,0,11.2447185516357,0,104.057250976563,0,4,
A06,1,0,1,0,3,1062.41400146484,177.391289631516,763.439025878906,94.9700234034713,4960.16145833333,1300.40775428052,-160.018564860026,106.356796373262,41.5305245717367,60.4186882144853,72.6646114985148,55.7547952397767,5,
A06,0,1,1,0,1,317.646484375,0,1691.62170410156,0,1241.40454101563,0,-87.2124786376953,0,27.0395088195801,0,112.031768798828,0,6,
A06,1,1,1,0,1,806.309692382813,0,1365.92907714844,0,4721.19482421875,0,-167.993438720703,0,72.9563598632813,0,27.5248336791992,0,7,
A06,0,0,0,1,3,260.140838623047,22.2243647146633,862.411661783854,115.414616341727,553.125284830729,58.1804897437362,57.4007765452067,39.1457215563592,-131.872032165527,146.909684482959,1237.88154093424,1239.64121537611,8,
A06,0,1,0,1,3,262.441950480143,35.5750425931718,1718.0117594401,186.981787547101,517.01670328776,52.8073138980589,23.7679109573364,27.9538257481025,-104.227629343669,57.1668377718244,1119.34429931641,448.822572777584,9,
A06,0,0,1,1,2,230.483848571777,54.0422347698969,828.786651611328,40.5528587463095,4931.03588867188,299.002933613992,-197.974746704102,132.874509444165,-91.1833934783936,48.1524035314295,1286.80493164063,214.654554933771,10,
A06,1,0,1,1,6,2035.81374104818,1286.83603557934,825.889556884766,50.4698895917253,4205.60945638021,940.859432996291,-144.009258270264,106.932242768218,-73.3461397886276,98.6564655842461,941.088745117188,595.765997263222,11,
A06,0,1,1,1,2,277.674285888672,19.9819382158411,1861.81372070313,321.531604254823,5471.98120117188,1108.95577209505,-250.758140563965,184.093992415348,-44.9080009460449,6.97623268226893,827.862976074219,160.332492063745,12,
A07,0,0,0,0,18584,233.144342938118,26.9797137435346,890.116021207628,45.3371876156629,525.57266461803,26.0581216149541,39.9521279151218,38.1602716323518,20.8778829930791,38.4738253436853,115.726710405571,32.9116490904054,1,
A07,1,0,0,0,32,4016.81518554688,153.430018571622,909.043291091919,84.1611555450879,516.806482315063,29.1806934214431,40.6794590651989,36.1464116904102,17.0677863247693,36.4911506796997,109.445094585419,26.8591271007029,2,
A07,0,1,0,0,132,254.174860520796,34.3912089371263,1895.35403072473,97.5671063559675,521.95310049346,25.4584589370384,44.3292717637043,37.9061911715735,16.8277819427577,38.2163750711427,120.956579699661,33.4720212012357,3,
A07,1,1,0,0,6,3005.35599772135,728.87748446584,1825.85552978516,201.013633474629,986.374532063802,239.911910117345,33.0021064281464,33.3213456291756,4.54309542973836,43.6944865170996,166.317278544108,19.3358143716548,4,
A07,0,0,1,0,12,238.765898386637,27.8731454161906,890.230539957682,37.0129429305869,6080.67252604167,732.643860480013,-242.90779431661,94.4084585399874,75.7944809595744,107.404892418023,30.2462577819824,164.836047645812,5,
A07,1,0,1,0,54,3474.7347728588,213.607559937563,918.551562273944,83.9078061549329,5481.20273392289,1186.93301936903,-219.571345258642,136.581859529993,37.0488731121575,47.5059272791838,114.239393459426,101.792559372098,6,
A07,0,1,1,0,1,272.635589599609,0,1833.92297363281,0,6185.47216796875,0,-293.489898681641,0,53.6400299072266,0,82.9728393554688,0,7,
A07,1,1,1,0,15,3255.93841145833,111.019385568243,1917.77341308594,97.8474781781671,4069.08643391927,1271.33208839271,-159.234105904897,153.813081761244,10.4988193511963,37.4706249213412,276.664413070679,119.479030141746,8,
A07,0,0,0,1,45,231.941027832031,28.6292576102454,893.414381239149,42.7130657571097,488.110114881727,76.036009146856,-7.57036466333601,51.6286758908243,-290.138029819065,107.425307451135,2499.27349717882,533.281489351306,9,
A07,0,1,0,1,14,251.981909615653,31.4724837064779,1865.86416190011,100.191305677912,488.042827061244,23.7158817358873,22.2793710912977,30.2938911115429,-232.662922450474,96.5696482774381,2007.25500052316,687.492245730743,10,
A07,0,0,1,1,14,235.231867109026,27.6874813657906,902.133710588728,51.49706429253,6045.68362862723,423.533149246728,-266.055443899972,75.8955747576771,-183.232636792319,109.886205343722,1639.76302664621,584.651364589651,11,
A07,1,0,1,1,63,3474.88591269841,147.956813650326,931.336448063926,65.5726010592198,5805.85079907614,476.406442354374,-227.811312539237,106.557896903336,-100.425453748968,70.6254198070529,1258.3571477012,389.206935613134,12,
A07,0,1,1,1,5,260.613330078125,31.7185099470102,1958.34533691406,105.700430999535,5664.546875,215.101145963695,-181.989254760742,82.0510350742466,-62.5220917701721,66.4415354522604,882.46904296875,367.326951497887,13,
A07,1,1,1,1,68,3334.15435431985,271.21942251253,1948.32494219612,147.069114846093,5379.90482105928,747.708369405564,-213.891450938056,121.966202614364,-83.7073293011636,65.7441997572728,1025.08884788962,435.505617995099,14,
B01,0,0,0,0,15433,300.324388262659,37.3669865787946,792.305153673654,81.5900172832336,598.888391447664,62.33173695935,52.3616833151918,40.6470158590687,11.4389198214399,53.8537592610216,132.414508067581,68.220949825597,1,
B01,1,0,0,0,6,3934.60974121094,533.72388884286,814.315622965495,44.0862847862311,572.308573404948,25.5413145634492,53.7184863090515,39.3593524050662,-34.42245165507,33.2218189380345,198.331245422363,48.286432143378,2,
B01,0,1,0,0,10,397.657183837891,40.4094766110928,1935.80285644531,154.438844304609,599.730035400391,37.2038892502147,59.4603145599365,44.7282551760296,7.03938398361206,84.294020636653,122.785149931908,86.7011787110958,3,
B01,1,0,1,0,4,4033.61157226563,529.545556962994,835.614562988281,72.889899027723,3363.54302978516,1024.75489679462,-61.3718532323837,93.5528671816402,-1.34158936142921,35.3303318755027,163.533994674683,85.8692161744007,4,
B01,1,1,1,0,1,3998.552734375,0,1414.46020507813,0,2263.90600585938,0,22.8963451385498,0,31.1396598815918,0,133.756561279297,0,5,
B01,0,0,0,1,1,318.864501953125,0,854.078796386719,0,645.011779785156,0,-58.4597320556641,0,-235.885101318359,0,2394.93774414063,0,6,
B01,1,0,0,1,1,3186.31323242188,0,923.437072753906,0,605.101196289063,0,-0.183741346001625,0,-212.274765014648,0,1517.18383789063,0,7,
B01,1,0,1,1,3,4026.837890625,131.982024521986,900.813171386719,41.4556101768688,2651.07983398438,881.949774781365,-33.5603793462118,131.146241347787,-90.4342193603516,25.3399352467972,787.68398030599,150.831091716251,8,
B01,0,1,1,1,1,376.392303466797,0,2004.83544921875,0,4483.54736328125,0,-277.884552001953,0,-61.9272003173828,0,481.823638916016,0,9,
B01,1,1,1,1,1,4079.11376953125,0,1895.19006347656,0,3242.0380859375,0,-115.488792419434,0,-164.942321777344,0,1050.21044921875,0,10,
B02,0,0,0,0,19770,321.013693359252,34.7278741194608,761.078651943023,66.0236472106361,625.155474327138,47.9073911336175,51.124693143878,40.6306864179843,17.1148806392673,36.7676948362758,122.668368769844,31.8349299402561,1,
B02,1,0,0,0,45,3106.86434597439,793.944687786352,757.54755859375,86.6933356426263,635.280500623915,87.2006502784839,47.3221271355947,37.2440445114466,14.1661748805394,38.2000022569147,130.72085240682,39.0008572740194,2,
B02,0,1,0,0,3,368.808705647786,52.7756715059679,1397.55485026042,139.46827176887,594.517435709635,35.1208647812006,40.7574755350749,8.3015715015506,-2.00622693697611,21.1777322414757,123.587404886882,24.6872094701153,3,
B02,0,0,1,0,15,345.43178507487,83.2252557461189,795.512837727865,108.971314335343,1967.82838134766,881.20293977908,-14.7513355731964,103.325953977747,30.0082060178121,42.1291407716641,115.005909411112,41.9617683407303,4,
B02,1,0,1,0,54,3447.49627459491,509.514670636178,793.677896005136,87.8504181056635,2476.36508969907,926.99733982933,-3.33244646257824,77.7533961254853,27.6462065754113,39.7600608053617,106.400548599384,39.0518677292706,5,
B02,0,0,0,1,3,315.541300455729,53.2417491899727,759.75478108724,29.9862230608983,625.36631266276,26.9012238606271,47.1779562632243,34.9417537767646,-59.6590461730957,82.5823277882006,851.322784423828,559.602919262816,6,
B02,1,0,1,1,1,3542.52368164063,0,908.391723632813,0,5092.5146484375,0,-122.933853149414,0,-9.66674041748047,0,677.676391601563,0,7,
B02,0,1,1,1,1,652.000854492188,0,1339.798828125,0,953.089782714844,0,97.3824310302734,0,-41.7334747314453,0,264.518005371094,0,8,
B03,0,0,0,0,20538,300.731065720218,33.1473717674497,749.29744548168,65.2920461739505,596.311145040631,44.0078508639271,48.578083382924,40.0640110280042,16.886306019449,37.058309596614,118.141510208285,32.3657396930169,1,
B03,1,0,0,0,16,3256.02779006958,945.097858042458,744.816535949707,60.3752135779631,584.917602539063,37.183824194417,49.0515557136387,53.4950997948321,21.1079393476248,40.4360663558702,110.248961925507,31.5767941447887,2,
B03,0,1,0,0,17,333.093769746668,43.7096538686071,1525.39929199219,245.917667182628,604.749806123621,63.1537532733424,24.3794044747072,40.8742940011032,18.5102513397441,35.7469257928652,121.783165426815,30.3752314037239,3,
B03,0,0,1,0,2,290.332870483398,17.7785090678865,670.535827636719,7.75676804010595,2324.15478515625,85.766390179407,-70.6023411750793,108.421837866209,23.1326217651367,13.7510074747532,117.976932525635,2.60228264567698,4,
B03,1,0,1,0,13,3749.08302659255,340.987781872165,749.092069185697,69.3610066969181,2447.10935152494,712.697107182425,-32.2064813467172,72.9485576818263,24.660491173084,42.9313532326544,123.108590639555,55.0114077506652,5,
B03,0,1,1,0,2,377.323318481445,69.267483708896,1709.42279052734,27.3671558238648,3050.67041015625,543.758209392795,-33.3170585632324,14.9340486076172,27.3187437057495,56.7396398180899,222.459808349609,25.6865472049199,6,
B03,1,1,1,0,1,4464.29638671875,0,1015.31518554688,0,2646.8740234375,0,-51.2106704711914,0,13.5094699859619,0,100.824882507324,0,7,
B03,0,0,0,1,2,293.109359741211,45.6516536553397,712.257598876953,94.7478633665912,556.491485595703,44.1791115520258,48.4185228347778,82.300064770477,-142.256242752075,138.535439462495,1141.5477142334,1115.33770858803,8,
B03,1,0,0,1,3,3579.55094401042,165.680093392921,701.740091959635,25.4836460488399,619.447998046875,45.6799491144449,32.8732611338298,8.27874967764174,-10.2779738108317,35.0309098052211,506.392100016276,195.877461311961,9,
B03,1,0,1,1,3,4181.7626953125,207.694304764882,747.09971110026,23.4651579591609,1485.43298339844,689.696162775051,65.7494532267253,82.206550612084,6.70485496520996,32.5452636138015,455.881652832031,79.3510269172738,10,
B03,0,1,1,1,3,352.982777913411,31.8292876895585,1708.1024983724,274.885292281705,3349.34895833333,548.074102372036,-113.327415466309,18.8358054868299,-12.9778111775716,43.623407151769,504.163747151693,110.516288478724,11,
B04,0,0,0,0,19772,313.713081972623,32.9790310079652,756.893295652346,57.8585408774262,607.884690530334,41.8597097319105,48.6716253898309,40.0223450981086,16.6235703910573,36.9964143659943,123.537568986983,32.697279591511,1,
B04,1,0,0,0,24,1500.43490600586,990.224234607016,763.018407185872,73.7311366988003,630.224596659342,53.5257632949331,65.0088607557118,40.6526273088369,12.3187797764937,35.2300281256031,140.723569075267,50.5522044451459,2,
B04,0,1,0,0,24,330.396882375081,30.390438080888,1749.43142191569,124.977387931678,591.539746602376,40.7672851050077,52.2464491501451,36.1705048125252,16.1805739800135,43.0642525604844,122.132426579793,31.6490297195714,3,
B04,0,0,1,0,10,310.686962890625,23.0486583145501,730.556982421875,45.1403842071397,2992.89373779297,1037.22952154706,-17.5890158176422,64.77955609179,9.0225061416626,38.7380990833497,114.857667922974,46.2169366444735,4,
B04,1,0,1,0,14,1162.07581874302,723.990466314036,775.722172328404,73.0867598739807,2158.22367640904,1475.24335790829,-23.9019727047001,119.837397882877,12.183490395546,34.2876015080395,141.182305472238,52.8490874066709,5,
B04,0,1,1,0,10,332.49606628418,27.7092805308858,1664.89663085937,228.672089888414,2079.25846557617,1334.7132918093,-21.9279737472534,69.8210280866924,4.13437232971191,34.8734229012944,167.868036842346,71.4060788126358,6,
B04,0,0,0,1,2,343.763778686523,38.5911164864557,742.026885986328,108.175814235984,612.686309814453,30.2957535320543,6.35003089904785,36.2985518115224,-186.535842895508,110.821659864282,1248.23556518555,823.741809139554,7,
B04,0,1,0,1,3,357.505727132161,37.1221335101013,1814.36002604167,196.080860003135,682.527770996094,135.097894255009,52.7362467447917,65.4910673813517,-72.1908513704936,74.0156876050227,559.19179280599,118.871527927222,8,
B04,0,0,1,1,6,324.117955525716,13.9965853018607,817.282592773438,93.5297490195058,2856.392578125,1214.23143150413,-35.2394185066223,43.7363265477036,-109.184151430925,113.291469390914,1166.84393310547,592.13213037981,9,
B04,1,0,1,1,8,983.848693847656,104.717567659202,772.737564086914,62.3285830422607,1812.29644775391,1067.41142026017,-10.9577074050903,71.4996652172723,-57.8299829959869,38.6541473446309,712.373348236084,331.958199851152,10,
B04,0,1,1,1,11,351.368144642223,43.4424904072222,1723.57340864702,167.349095649833,2241.83574329723,1277.41121089153,-16.979370623827,86.8306701006052,-56.956559788097,44.0878915276519,627.762831254439,220.532538109155,11,
B05,0,0,0,0,21052,250.048277012504,28.1339922188268,756.025554566381,51.6738343588854,537.310079911986,35.6253456325994,43.4587990885201,38.6004586918065,15.1876434426137,37.5800523286988,108.028359264855,31.9579711546018,1,
B05,1,0,0,0,25,1283.67211914063,760.766642959458,769.369182128906,63.5132443906662,543.169725341797,58.3502357846884,38.656501865387,34.0906656787747,13.9680660670996,44.3265544086889,108.438892822266,37.2220139251386,2,
B05,0,1,0,0,25,262.943207397461,31.4494787504425,1601.99576171875,122.859153482583,526.115697021484,31.5222785917016,51.5847572898865,37.0617558886225,15.4227279114723,41.2960822615905,103.883699493408,34.0796006772766,3,
B05,1,1,0,0,2,944.460693359375,384.145253721624,1532.31268310547,24.9984516869848,613.105773925781,165.276715260323,28.5468459129333,31.52206970027,27.1019859313965,17.7013850555586,118.701187133789,73.9013550461286,4,
