Target value of 0 = negative
Target value of 1 = positive
Target value of u = unclassified(Advanced Classification Method)

Well,Target 1,Target 2,Target 3,Target 4,Target 5,Count,Ch1 Mean,Ch1 StdDev,Ch2 Mean,Ch2 StdDev,Ch3 Mean,Ch3 StdDev,Ch4 Mean,Ch4 StdDev,Ch5 Mean,Ch5 StdDev,Ch6 Mean,Ch6 StdDev,Cluster ID
C03,0,0,0,0,0,12862,581.631642873838,102.735566772268,638.536226989433,109.385737845609,278.325518180267,51.4332368004933,138.208580311647,41.2613728477345,264.080438000254,90.6560935302448,364.872839126741,69.9296417031183,1,
C03,0,0,1,0,0,3,590.979695638021,118.358168655035,612.633188883464,142.743706098019,1544.50032552083,473.330914593365,594.985524495443,196.687074182674,368.29921468099,68.4060331025902,385.660125732422,76.4123035309778,2,
C03,0,0,0,1,0,1,667.558959960938,0,613.977783203125,0,358.368255615234,0,77.3383941650391,0,3259.796875,0,818.641540527344,0,3,
C04,0,0,0,0,0,11843,281.108789388729,63.1579562693773,594.440897498291,106.073910226173,1572.30993031839,268.803903913477,179.36043818356,61.772764990639,224.069788548126,69.7697835021908,271.781049569757,61.4684139547542,1,
C04,1,0,0,0,0,1,2689.70556640625,0,710.209655761719,0,1453.49829101563,0,210.528579711914,0,213.351364135742,0,327.769592285156,0,2,
C04,0,1,0,0,0,5,358.915551757813,89.8998175164123,1836.31965332031,279.041254146977,1694.05908203125,260.436050025568,172.670812988281,93.8569458088823,245.64592590332,33.5687352899526,294.434271240234,53.0972564373688,3,
C04,0,0,1,0,0,1,339.132629394531,0,689.1259765625,0,8185.00048828125,0,-34.8118438720703,0,227.128128051758,0,271.918670654297,0,4,
C04,0,0,0,1,0,1,369.478607177734,0,617.389587402344,0,1873.44543457031,0,289.486114501953,0,1291.82922363281,0,456.7578125,0,5,
C04,1,0,0,1,0,1,1764.92395019531,0,426.029663085938,0,1230.33703613281,0,95.6749267578125,0,1297.28173828125,0,325.901184082031,0,6,
C04,0,0,0,0,1,3,301.435139973958,71.2687570420102,563.403584798177,108.287005225285,1504.17899576823,222.107002223163,170.824981689453,79.1767257868136,-34.0632724761963,141.256647702382,1968.90983072917,769.347454799076,7,
C04,0,0,1,0,1,1,378.823150634766,0,799.09423828125,0,5305.322265625,0,-22.540584564209,0,170.929977416992,0,1646.28466796875,0,8,
C04,1,0,1,1,1,1,2875.93310546875,0,713.385192871094,0,6185.32470703125,0,199.334289550781,0,2350.333984375,0,1645.58410644531,0,9,
C04,1,1,1,1,1,1,2617.375,0,1672.96484375,0,3642.68579101563,0,194.175216674805,0,1392.75146484375,0,893.24072265625,0,10,
C05,0,0,0,0,0,11862,269.171621297869,64.6396779020997,581.661013464123,113.217886291089,1518.35547466725,272.786592093123,176.512370642221,61.8762380012374,220.67486261417,63.8712331736349,270.823926954602,63.2818058457715,1,
C05,0,1,0,0,0,1,242.68522644043,0,1501.9833984375,0,1403.82397460938,0,136.500701904297,0,208.810760498047,0,193.284805297852,0,2,
C05,0,0,0,1,0,4,319.747253417969,50.2970465570895,657.824264526367,48.2633218163601,1751.9658203125,158.676827993085,200.743064880371,53.1272732340187,1474.49688720703,270.504824164758,528.69620513916,139.000126744528,3,
C05,1,1,1,1,1,1,2987.86108398438,0,1984.12109375,0,2557.2646484375,0,162.881256103516,0,971.889709472656,0,717.605590820313,0,4,
