Target value of 0 = negative
Target value of 1 = positive
Target value of u = unclassified(Advanced Classification Method)

Well,Target 1,Target 2,Target 3,Target 4,Target 5,Count,Ch1 Mean,Ch1 StdDev,Ch2 Mean,Ch2 StdDev,Ch3 Mean,Ch3 StdDev,Ch4 Mean,Ch4 StdDev,Ch5 Mean,Ch5 StdDev,Ch6 Mean,Ch6 StdDev,Cluster ID
A09,0,0,0,0,,3009,871.788032803039,112.176695489462,708.479434194974,84.5149857803793,272.206283503412,39.4933524584661,123.56086746297,36.5635403803908,-8.55877325524681,37.5041158130366,386.193656604446,54.6692636808139,1,
A09,0,1,0,0,,2,779.380096435547,38.5116403428061,1684.25750732422,244.969082358026,240.965103149414,44.4820185920501,103.75496673584,11.3263970606101,-50.2608757019043,10.1340984567644,381.813186645508,38.5129998315517,2,
A09,1,1,0,0,,1,4638.37744140625,0,1726.56140136719,0,458.279357910156,0,139.825149536133,0,-44.4715042114258,0,607.555786132813,0,3,
A09,0,0,1,0,,2,783.130310058594,39.696035569619,625.794738769531,31.776474147028,1043.7580871582,151.987000659249,177.695652008057,77.6382821042866,11.7844543457031,95.5012143443135,364.553955078125,34.6717535913578,4,
A09,0,0,0,1,,2,931.108489990234,150.070682586847,714.102691650391,31.1226679563423,67.5535888671875,285.554482517484,-7.67763519287109,59.0309380645192,-313.5693359375,173.09174710381,3027.66369628906,151.745356929521,5,
A09,0,1,0,1,,1,1019.62127685547,0,1708.62390136719,0,229.375228881836,0,71.6624603271484,0,-193.307006835938,0,1923.05212402344,0,6,
A09,0,0,1,1,,1,894.898010253906,0,663.930786132813,0,777.999816894531,0,112.701309204102,0,-162.466125488281,0,1712.23046875,0,7,
A09,1,0,1,1,,1,7440.10107421875,0,897.07177734375,0,1061.73193359375,0,112.508590698242,0,-235.43180847168,0,2561.25927734375,0,8,
A09,1,1,1,1,,2,7789.82250976563,251.993452810441,2155.58117675781,10.9468623295459,889.176849365234,332.40462260838,134.605628967285,8.439242179974,-230.185859680176,2.26850118465714,2297.54077148438,269.662835932513,9,
A10,0,0,0,0,,13694,286.017659222556,56.7548634754367,605.337051113034,84.9181744034573,784.846425422634,149.098073135202,113.769825578889,52.5790522204412,2.65036068064275,62.6613291639391,387.105072381393,71.5644565345161,1,
A10,1,0,0,0,,6,3168.04947916667,845.536330293911,653.289672851563,123.910145699898,731.551839192708,66.1229934246264,75.95418993632,40.1401043953646,-20.6055602232615,51.5477750040658,485.655639648438,94.1538105455708,2,
A10,0,1,0,0,,8,287.644554138184,47.6442029775624,1614.84268188477,173.783526706905,729.916961669922,77.9689020401919,66.0531922187656,52.1175299300645,-17.1057157516479,59.8835009952748,382.400653839111,61.8806527824928,3,
A10,1,1,0,0,,2,2981.62719726563,384.570795278174,1443.14916992188,15.5711956663731,974.4541015625,415.564203907755,87.9286003112793,30.8302969540961,-52.2782020568848,188.596516639532,536.675178527832,407.058195724943,4,
A10,1,0,1,0,,1,2644.12524414063,0,567.158630371094,0,3873.20556640625,0,60.6414337158203,0,72.5169219970703,0,316.419219970703,0,5,
A10,0,0,0,1,,3,359.375569661458,37.7854925577918,720.878743489583,27.6560502453458,830.072041829427,48.4553379244743,91.9760557810466,68.8299074796559,-115.06401570638,274.877863367663,2410.93306477865,2265.6854469962,6,
A10,1,0,0,1,,1,2613.55297851563,0,464.495269775391,0,552.555541992188,0,84.0591659545898,0,-434.28125,0,2811.45263671875,0,7,
A10,0,1,0,1,,3,296.328481038411,6.14289265430292,1668.85396321615,248.221589371832,674.029296875,16.0064877916785,102.785730997721,22.6688281764633,-282.456364949544,164.748653454208,2830.83471679688,1091.36825569469,8,
A10,1,1,0,1,,3,2531.400390625,416.026918541934,1509.37508138021,226.939598473883,1511.33345540365,807.646697178856,78.0647977193197,39.0265714151274,-147.171849568685,13.3077011522709,1600.20446777344,679.867624696164,9,
A10,0,0,1,1,,1,204.24348449707,0,593.033447265625,0,3501.361328125,0,-9.78316402435303,0,29.2065677642822,0,1459.67749023438,0,10,
A10,1,1,1,1,,2,2840.021484375,137.432486782696,1625.31976318359,312.786077892148,4319.57604980469,1041.79219432626,15.1375983953476,24.0798387015665,-106.203517913818,59.6751738860199,1438.32409667969,175.998463516952,11,
A11,0,0,0,0,,11359,947.802079903386,67.0067427045273,703.903933028308,65.2431503992919,287.615085763341,30.4653792960517,143.928617199643,37.5286172073202,-4.53291149658866,38.15522148037,401.246023564138,44.800356202751,1,
A11,1,0,0,0,,14,8988.48025948661,525.984643372969,760.823573521205,127.735045751213,298.641736711775,19.9904791222897,134.880039215088,31.7064415301283,2.15945501838412,37.6123646135649,397.359438214983,44.5099937354665,2,
A11,0,1,0,0,,62,1024.8030996015,68.9663243784295,2357.88600207913,172.794986519427,283.328175452448,31.8261507823127,143.647739902619,35.4546447126927,-7.15246976767817,36.6469366339198,400.891235843781,47.5564478715271,3,
A11,1,1,0,0,,1,8824.8369140625,0,2335.44775390625,0,226.567642211914,0,129.067840576172,0,-82.4055023193359,0,455.110656738281,0,4,
A11,0,0,1,0,,18,918.64794921875,50.1505438938127,701.38521999783,54.7679519259341,2161.77174886068,327.450545681952,129.798433091905,79.4368458440624,5.98356985714701,23.1083532902562,382.674021402995,24.2340109704576,5,
A11,1,0,1,0,,16,8654.95806884766,479.118085805109,733.893835067749,112.330850403064,1599.74839782715,300.712477786914,164.495060682297,47.9687651344638,-10.3398229554296,55.2279392837508,405.668991088867,63.4009868617597,6,
A11,1,1,1,0,,1,7822.8154296875,0,2243.00659179688,0,1167.8681640625,0,191.186218261719,0,-1.81664061546326,0,579.871826171875,0,7,
A11,0,0,0,1,,35,951.244395228795,70.0273281836931,697.645650809152,69.3649244311118,209.683288029262,69.0382977932594,99.9080769675119,53.6502421442038,-475.180644444057,123.664421080794,5298.05736258371,1270.42149511609,8,
